Time delta,[Camera],[Context]
0.4,"In the image, there are several customers at the bakery in the mall, wearing similar patterned scarves. They appear engaged in a conversation, maintaining a casual and relaxed atmosphere.","no utterance is needed"
0.1,"In the image, there are two young girls standing in front of a bakery at a mall, wearing beanies and scarves, possibly engaged in conversation.","no uttrance is needed"
0.7,"The image shows an indoor mall with a modern design, and several customers in front of a bakery, creating a lively atmosphere.","Salesman: 今日もプールに学校疲れ様。"
1.2,"In the image, several customers at a mall are dressed in casual attire, in front of a bakery, maintaining a relaxed atmosphere.","no utterance is needed"
1.2,"In the image, anime character costumes are predominant amongst customers in front of a bakery, fostering a lively shopping experience.","Salesman: もう夏休みも終わってるんですよね。"
0.8,"Several customers are present at a mall, the main focus on a woman in a pink top walking towards the bakery.","Salesman: 新学期も頑張ってね、ありがとう。"
1.2,"The image captures an indoor mall with modern design, a tiled floor, several customers highlighting a busy shopping ambiance.","no utterance is needed"
2.4,"The image shows an indoor mall with an escalator, no visible customers around the bakery, yet maintaining an inviting setting.","Salesman: たまりません。"
26.5,"In the image, several customers at a busy shopping mall are visible in front of a bakery, adding to the mall's vibrancy.","no utterance is needed"
7.3,"The image shows an indoor mall with a bakery. In front of the bakery, there are several customers. They appear to be casually dressed, with some wearing jackets or coats. The customers are standing near the entrance of the bakery, possibly waiting to enter or just passing by. The bakery itself has a sign with a banner that reads ""CRAFT FUN"" and some text in Japanese.",Salesman: ください。
12.0,"The image shows an indoor mall with a bakery in the foreground. The bakery has a banner with Japanese text, which translates to ""Craft Fun."" The interior of the bakery appears to be well-lit with overhead lights and a few customers can be seen in the background.",Salesman: 皆さん、こんにちは。ソルビバベーカリーへようこそ。
0.3,"The image shows an indoor mall with a bakery in the foreground. The bakery has a sign with a banner that reads ""CRAFT FUN"" and features a cartoon character. The interior of the bakery is not visible in the image.In front of the bakery, there is a tiled floor with a pattern of blue, white, and gray tiles. There are no visible customers in the image.",no utterance is needed
0.3,"The image shows an indoor mall with a tiled floor and a white escalator. In front of the bakery, there is a banner with Japanese text and a sign with a picture of a pastry. The banner appears to be advertising a bakery or a similar establishment. There are no visible customers in the image.",Salesman: マンゴーがお好きな方には絶対に食べていただきたいです。
0.9,"In the image, there are two customers in the mall. One person is wearing a white hat and a black coat, while the other person is wearing a blue coat and a white hat. Both are wearing masks. The mall has a modern design with white columns and a tiled floor. There is a signboard with some text on the right side of the image.",no utterance is needed
1.9,"In the image, there are a few customers walking in the mall. One person is wearing a black jacket and a hat, while another person is wearing a light-colored jacket. There are also a few other individuals in the background, but they are not the main focus of the image.",no utterance is needed
1.9,"The image shows an indoor mall with a modern design. The floor is tiled with a combination of blue, white, and gray tiles, and there are white columns supporting the ceiling. There is a curved escalator on the left side of the image, and a large screen displaying an advertisement on the right side. In front of the bakery, there are a few customers. One person is standing near the entrance of the bakery, while another is walking towards the entrance. The customers are dressed in casual attire, with some wearing long pants and others in shorts. The overall atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",Salesman: 明日の朝ご飯ソルビバベーカリーの美味しいパンで一日をスタートしませんか？
2.1,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, carrying a blue bag. The bakery has a sign that reads ""CRAFT FUN,"" indicating that it might be a craft-related store. The customers are dressed casually, with some wearing short sleeves and others in shorts. The mall has a modern design with white columns and a tiled floor. There are also banners and posters on the walls, adding to the shopping atmosphere.",no utterance is needed
2.2,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, carrying a blue bag. Another person is standing near the entrance, looking at their phone. There are also two other individuals in the background, one of whom is also carrying a blue bag. The bakery itself is located on the right side of the image, with a signboard displaying the name of the bakery. The overall atmosphere appears to be casual and relaxed, with customers enjoying their time in the mall.",Salesman: ソルビバベーカリーにはおいしいハンバーガーもありますよ。
0.8,"In the image, there are several customers at the bakery at the mall. Here are the details: 1. **Customer 1**: A person wearing a floral-patterned shirt and dark pants. 2. **Customer 2**: A person wearing a light-colored top and a green skirt. 3. **Customer 3**: A person wearing a light-colored top and dark pants. 4. **Customer 4**: A person wearing a light-colored top and dark pants. 5. **Customer 5**: A person wearing a light-colored top and dark pants. All customers are wearing masks, indicating that they are adhering to health and safety guidelines. The bakery has a signboard with the name of the bakery and some text, but the details are not clear from the image. The mall has a modern design with a combination of white and gray tiles on the floor, and there are several people walking around, some of whom are wearing masks.",Salesman: この春にリニューアルした五穀米バンズを使用したハンバーガーはいかがですか？
0.4,"The image shows an indoor mall with a curved escalator and a tiled floor. In front of the bakery, there are a few customers. One person is standing near the entrance of the bakery, while another is walking towards the entrance. The customers are wearing casual clothing, including jeans and t-shirts. The bakery itself appears to be open, with a signboard displaying the name of the bakery. The overall atmosphere seems to be relaxed and casual.",no utterance is needed
0.4,"The image shows an indoor mall with a curved escalator and a tiled floor. In front of the bakery, there are several customers. One person is walking towards the bakery, while another is standing near the entrance. There are also a few other people in the background, but they are not the main focus of the image. The customers are dressed casually, with some wearing jeans and t-shirts, and others in more formal attire. The bakery itself appears to be a small shop with a counter and a display case.",Salesman: 中でも一番人気はタジマヤボーダーです。
0.6,"The image shows an indoor shopping mall with a modern design. The floor is tiled with a combination of blue, white, and gray tiles, and there are several escalators and stairs leading up and down. The ceiling is white with recessed lighting. In front of the bakery, there are several customers, including t-shirts, jeans, and shorts.",no utterance is needed
2.0,"In the image, there are several customers in the mall. One person is walking up the stairs, wearing a white shirt and black pants. Another person is walking towards the bakery, wearing a black shirt and white pants. There are also two people walking in the background, one of whom is carrying a bag. The bakery has a sign that reads ""Bakery"" and ""FUN"" in the background.",no utterance is needed
1.9,"In the image, there are several customers at the mall. One person is wearing a black shirt and a mask, walking towards the bakery. The bakery has a sign that reads ""Bakery"" and ""Fun,"" indication that it is a bakery.",Salesman: 今日も一日、お仕事や学校、家事に育児とっても疲れ様でした。今日もすごく熱い一日でしたね。
0.8,"In the image, there are several customers in the mall. One person is walking towards the bakery, carrying a blue bag. The bakery itself has a sign that reads ""Bakery Fun,"" indicating that it might be a popular spot for customers.",no utterance is needed
0.8,"In the image, there are several customers walking through the mall. The customers are wearing casual clothing, including jeans, t-shirts, and jackets. Some of them are carrying bags.",Salesman: 今日の夕飯、夜食明日の朝ご飯にソルビベーカリーのパンはいかがですか？
12.6,"The image shows an indoor mall with a curved escalator leading to an upper level. The floor is tiled with a mix of blue, white, and gray tiles. In the background, there are several people walking, some of whom are carrying bags.",no utterance is needed
1.0,"The image depicts an indoor shopping mall with a modern design. The floor is tiled with a combination of white, gray, and blue tiles. In the foreground, there is a large digital display or information board with some text and images. There are also some people walking around the mall, some of whom are wearing masks.",no utterance is needed
1.9,"The image shows an indoor mall with a curved escalator leading to an upper level. There are several people walking around, including t-shirts and jeans. There are also a few individuals wearing more formal attire.",Salesman: ただいまソルビベーカリーではカカオ一丸一の顔スイーツをお取り扱い中です。
15.9,"In the image, there are several customers at the mall. One person is wearing a pink jacket and a blue mask, walking towards the bakery.",no utterance is needed
18.3,"In the image, there are several customers in the mall. One person is walking towards the camera, wearing a white shirt and gray pants. Another person is walking away from the camera, wearing a light-colored jacket and a backpack. There are also two individuals in the background, one wearing a light-colored jacket and the other wearing a dark-colored jacket. The mall has a variety of stores and advertisements, including a large screen displaying an advertisement for ""CRAFT FUN.""","Salesman: 今日も淋ベーカリーは美味しいパンがたくさんありますよ。19時までオープンしています。"

0.9,"The image shows an indoor mall with an escalator leading upwards. In front of the bakery, there are several customers. One person is standing near the escalator, wearing a dark-colored jacket and jeans. Another person is walking towards the bakery, dressed in a red jacket and dark pants.","no utterance is needed"

7.2,"In the image, there are several customers in the mall. One person is walking towards the bakery, wearing a plaid skirt and a white top. Another person is standing near the entrance of the bakery, wearing a white shirt and a blue jacket.","no utterance is needed"

4.6,"In the image, there are no visible customers in the mall. The area appears to be empty, and there are no people walking around.","Salesman: ください。"

5.5,"In the image, there is a person walking in what appears to be a mall or shopping center. The person is wearing a white shirt, light-colored pants, and a white hat. They are carrying a bag and appear to be walking towards the bakery. The bakery is located in the background, and there are no customers visible in the image.","no utterance is needed"

1.0,"The image shows an indoor mall with a bakery in the foreground. The bakery has a banner with Japanese characters, indicating it is likely a Japanese bakery. The interior of the mall is well-lit with ceiling lights and there are several customers visible.","no utterance is needed"
1.1,"The image shows an indoor mall with a curved escalator and a banner advertising a bakery. In front of the bakery, there is a sign with a picture of a pastry and some text in Japanese. The area appears to be well-lit with overhead lights and there are some customers visible in the background. The customers are wearing casual clothing, including jeans and t-shirts. The overall atmosphere seems to be that of a busy shopping mall during the day.",Salesman: 明日の朝ご飯をかいわすれはないですか？
6.0,"In the image, there are several customers in the mall. One person is walking towards the bakery, wearing a light-colored top and a patterned skirt. Another person is standing near the entrance of the bakery, wearing a light-colored top and a patterned skirt. There are also other customers in the background, but they are not the main focus of the image.",Salesman: ソルビバベーカリーの美味しいパンはいかがですか？
5.0,"In the image, there is a person walking in what appears to be a mall or a shopping center. The person is wearing a dark-colored shirt and dark pants. They are carrying a bag over their shoulder. The mall has a modern design, and the atmosphere seems to be calm and quiet, with no other customers visible in the frame.",no utterance is needed
0.5,"In the image, there are several customers at the bakery in the mall. The customers are wearing casual clothing, including dresses and hats. The bakery has a banner with a sign that reads ""Craft Fun,"" indicating that they might be selling handmade or artisanal products. The customers appear to be engaged in conversation.",Salesman: 今日は19時までオープンしています。明日の朝ご飯にソルビバベーカリーの美味しいパンはいかがですか？
15.2,"The image shows an indoor mall with a bakery in the foreground. There is a digital display or information board with some text and images. The area appears to be relatively empty, with no visible customers.",no utterance is needed
3.5,"In the image, there are several customers in the mall. One person is walking towards the camera, wearing a white shirt, beige pants, and a black hat. The bakery has a sign with a banner that reads ""CRAFT FUN"".",Salesman: 今日はお父さんお話して行きませんか？ソルビバベーカリーでぜひパンお買い物してくださいね。
4.1,"The image shows an indoor mall with a bakery in the foreground. In front of the bakery, there are several customers. The bakery has a banner with Japanese characters, indicating it is likely a Japanese bakery.",Salesman: ソルビベーカリーの大人気ハンバーガーは是非みなさんに食べていただきたいです。
0.9,"In the image, there are several customers at the mall. There are also two children walking together. The bakery has a banner with Japanese characters.",Salesman: 今日は習い事帰りですか？お疲れ様です。
25.7,"In the image, there is a man walking in what appears to be a mall or shopping center. He is wearing a light blue t-shirt and dark pants. The mall has a modern design with white columns and a tiled floor.",no utterance is needed
25.7,"In the image, several customers are walking through the mall, wearing various casual outfits. They seem interested in the bakery or nearby stores.",Salesman: 明日の朝ご飯の会話スレはないですか？
0.6,"The image shows an indoor mall with a curved escalator and banners. Several customers are in front of the bakery wearing casual attire.",Salesman: 釣り場ベーカリーの美味しいパンはいかがでしょうか？
0.4,"In the image, several customers at the bakery are dressed casually, holding shopping bags. A banner reading 'Craft Fun' is visible.",Salesman: 大人気のモチモチ角食パン。
1.0,"The image shows an indoor mall with a banner of sandals. No visible customers present.",no utterance is needed
1.0,"Several customers are in the mall, wearing casual clothing. The atmosphere is relaxed.",Salesman: 当店のパンはお取り置きすることも可能です。ぜひ予めご予約くださいね。
17.8,"The image shows an indoor mall with a curved walkway. Several customers are in casual clothing.",Salesman: ください。
6.3,"A man approaches the bakery wearing a white shirt. The mall is well-lit at night.",no utterance is needed
5.3,"Several customers in the mall; one approaches the bakery wearing a striped shirt.",Salesman: 時刻は18時30分、終わりました。みなさん、今日も一日お疲れ様でした。明日の朝ご飯のお買い物忘れはないですか？
0.4,"A person in a red dress walks towards a well-lit hallway with banners. The mall is modern.",Salesman: ソルビバベーカリーは19時までオープンしていますよ。 
0.6,"A modern mall design is shown, with a small bakery and casual customers.",Salesman: まだまだいろんなパンをお選びいただけます。 
0.4,"Several customers at the bakery appear relaxed, with a banner indicating a special promotion.",no utterance is needed
6.3,"The image shows an indoor mall with a bakery in the foreground. The bakery has a sign with a banner that reads ""Craft Fun"" and features a picture of a doughnut. The bakery appears to be a small, cozy place with a few customers visible. One person is standing near the entrance, and another is seated at a table. The customers are dressed casually, with some wearing jackets and others in t-shirts and jeans. The mall has a modern design with white pillars and a tiled floor. The lighting is bright, and there are several escalators visible in the background.","Salesman: ただいまその場ベーカリーにはカカオ101の高雄スイーツお取り扱いしております。"
0.6,"In the image, there are several customers in the mall. One person is walking towards the bakery, wearing a black backpack and a black shirt. Another person is standing near the entrance of the bakery, wearing a blue mask and a black jacket. There are also other customers in the background, some of whom are also wearing masks. The bakery has a sign with a blue and white color scheme, and there are other banners and signs in the mall.",no utterance is needed
0.6,"In the image, there are several customers in the mall. One person is walking towards the bakery, wearing a black backpack and black pants. Another person is standing near the entrance of the bakery, wearing a blue shirt and black pants. There are also other customers in the background, but they are not the main focus of the image.","Salesman: 今日は今日も学校お疲れ様です。お話しして行きませんか？"
1.8,"The image shows an indoor mall with a curved staircase leading to an upper level. In front of the bakery, there is a banner with Japanese text, and a large screen displaying an advertisement. The floor is tiled with a mix of blue, white, and gray tiles, and there are white railings on the stairs. There are no visible customers in the image. The bakery is not visible, and there are no people in the scene. The banner and the screen suggest that the mall is promoting a bakery or a related business.",no utterance is needed
1.8,"The image shows an indoor mall with a bakery in the foreground. The bakery has a sign with a banner that reads ""CRAFT FUN"" and features a cartoon character. The bakery appears to be open, as there are customers inside. The customers are wearing casual clothing, including t-shirts and jeans. The mall has a modern design with white columns, tiled floors, and a staircase leading to another level. The lighting is bright, and the overall atmosphere is clean and well-maintained.","Salesman: 過去101のカカオスイーツは、グルテンフリーをつくりするカカオスイーツ。"
0.7,"In the image, there are two people walking in what appears to be a mall or shopping center. They are wearing casual clothing, including t-shirts and pants. One of them is wearing a white hat. The setting includes a staircase, a banner with some text and images, and a digital display with an advertisement. The overall atmosphere seems to be that of a typical shopping environment.",no utterance is needed
0.7,"In the image, there are two individuals walking in what appears to be a mall or a shopping center. The person on the left is wearing a white hat and a white shirt, while the person on the right is wearing a gray shirt and dark pants. Both individuals are wearing masks, indicating that they are likely in a public place during a pandemic. The background features a banner with Japanese text, suggesting that the location might be in Japan. The mall has a modern design with a combination of white and blue colors, and there is a staircase and a signboard with a blue and white design.","Salesman: ベトナムの有機栽培確保100%。使用したカカオ101のカカオスイーツはいかがですか？"
0.5,"The image shows an indoor mall with a bakery in the foreground. The bakery has a banner with Japanese text, which translates to ""Enjoy the fun."" There are no visible customers in the image. The bakery appears to be closed or not in use at the moment. The floor is tiled with a mix of blue, white, and gray tiles, and there is a white railing around the entrance. The lighting is bright, and the overall atmosphere is calm and quiet.",no utterance is needed
3.6,"In the image, there is a person standing in front of a bakery at a mall. The person is wearing a striped shirt and blue jeans. The bakery has a banner with Japanese characters on it, which suggests that it is located in Japan. The interior of the mall is well-lit with ceiling lights, and there are stairs leading up to the bakery. The floor is tiled with a checkered pattern.",no utterance is needed
3.5,"The image shows an indoor mall with a bakery in the foreground. The bakery has a banner with Japanese text, which translates to ""Enjoy the fun."" There are no customers visible in the image. The floor is tiled with a mix of blue, white, and gray tiles, and there are white columns and railings. The lighting is bright, and the overall atmosphere appears to be clean and well-maintained.","Salesman: みなさん、こんにちは。"
3.5,"In the image, there are several customers at the bakery in the mall. The customers are wearing casual clothing, including dresses and shirts. One customer is holding a shopping bag, indicating they are likely shopping for items at the bakery. The bakery itself has a sign with a banner that reads ""製造自出産"" (manufactured locally), suggesting that the bakery is locally produced. The overall atmosphere appears to be relaxed and casual, with customers enjoying their time at the bakery.",no utterance is needed
1.2,"The image shows an indoor mall with a bakery in the foreground. In front of the bakery, there is a banner with Japanese text and a picture of a pastry. The banner is hanging from a pole and is positioned on the right side of the image. The bakery appears to be a small shop with a counter and a display case. There are no customers visible in the image. The floor is tiled with a mix of blue and white tiles, and there is a white railing along the side of the counter. The lighting is bright, and the overall atmosphere seems to be that of a typical shopping mall.",no utterance is needed
1.2,"The image shows an indoor mall with a bakery in the foreground. The bakery has a banner with a design featuring what appears to be a pair of sandals. The banner is hanging from a pole and is prominently displayed in the foreground. In front of the bakery, there are several customers. They are standing and appear to be engaged in conversation. The customers are dressed in casual clothing, suitable for a mall setting. Some of them are wearing jeans, while others are in t-shirts and shorts. The overall atmosphere seems relaxed and casual, typical of a shopping mall environment.","Salesman: ソルビバベーカリーの美味しいパンはいかがですか？"
13.9,"The image shows an indoor mall with a bakery in the foreground. The bakery has a banner with Japanese characters, indicating it is likely a Japanese bakery. The interior of the bakery is not visible in the image, but based on the setting, it is likely a casual, family-friendly place where customers might be wearing casual clothing. The mall has a modern design with white columns and a tiled floor. There are no visible customers in the image.",no utterance is needed
1.0,"In the image, there are two customers in the mall. One person is wearing a light blue jacket and a light blue mask, while the other person is wearing a white jacket and a light blue mask. Both are walking towards the bakery.",Salesman: ただいまソルビバベーカリーではとっても美味しい顔スイーツのお取り扱いをしております。
0.7,"In the image, there are several customers in the mall. They are wearing casual clothing, including dresses and tops. Some of them are carrying bags, and one person is wearing a mask. The mall has a modern design with a combination of white and blue colors. There are also some banners and advertisements displayed, indicating that the mall is likely a shopping center.",Salesman: グルテンフリーのカカオスイーツはいかがですか？ただいまソルビバベーカリーでお取り扱い中です。
2.6,"The image shows an indoor mall with a curved escalator and a tiled floor. In front of the bakery, there are several customers. One person is standing near the escalator, while another is walking towards the bakery. The customers are wearing casual clothing, including jeans, t-shirts, and sneakers. The bakery itself is not visible in the image.",no utterance is needed
0.9,"In the image, there are several customers in the mall. They are walking around, some of them are carrying bags, and one person is standing near a display. The customers are dressed in casual clothing, suitable for a mall setting. The atmosphere appears to be relaxed and casual, with people going about their day.",Salesman: それはベーカリーは本日19時までオープンしております。
1.2,"The image shows an indoor mall with a modern design. The floor is tiled with a combination of blue, white, and gray tiles, and there are several banners and signs hanging on the walls. The ceiling is white with recessed lighting. In front of the bakery, there is a staircase leading to another level. The stairs are white with a yellow railing. There are no visible customers in the image. The bakery itself is not visible in the frame.",no utterance is needed
0.7,"The image shows an indoor mall with a curved escalator and a tiled floor with a checkered pattern. In front of the bakery, there is a digital display with a sign that reads ""CRAFT FUN."" There are no visible customers in the image. The bakery appears to be closed or not in use at the moment.","Salesman: カカオ101との限定食パンカカオ食パンもとても人気ですよ。"
1.2,"In the image, there is a young woman walking through a mall. She is wearing a white shirt and a black skirt. She has a backpack on her back and appears to be carrying a white bag. The mall has a modern design with white columns and a tiled floor. There are also some banners and signs visible in the background.","Salesman: それベーカリーのパンは予めご予約いただくことも可能です。"
0.4,"In the image, there is a person walking in what appears to be a mall or shopping center. The person is wearing a light-colored shirt and glasses. The mall has a modern design with white columns and a checkered floor. There are also banners and displays with advertisements, including one that reads ""CRAFT FUN."" The person is walking towards a bakery, which is located in the background.","Salesman: ぜひお気軽にスタッフさんでご相談くださいね。"
14.1,"The image shows an indoor mall with a bakery in the foreground. The bakery has a banner with a sign that reads ""COCO BAKERY"" and a picture of a pastry. The banner is hanging from a white pole and is prominently displayed in the foreground. In front of the bakery, there is a tiled floor with a mix of blue, gray, and white tiles. There are also some white railings on the left side of the image. The mall appears to be well-lit with multiple light fixtures, and there are some people walking around, but they are not the main focus of the image. The customers in the image are not clearly visible, but they are likely to be people shopping or browsing the bakery. The overall atmosphere seems to be casual and relaxed, typical of a mall setting.","Salesman: 皆さん、こんにちはお話して行きませんか？マーメイドアバターの金子です。"
0.4,"The image shows an indoor mall with a tiled floor and white columns. There is a banner hanging on the right side of the image with Japanese text, which translates to ""Enjoy the fun."" In front of the bakery, there are a few customers. One person is standing near the entrance, while another is walking towards the bakery. The customers are wearing casual clothing, including jeans and t-shirts. The overall atmosphere appears to be relaxed and casual.","Salesman: 今日はソルビベーカリーの美味しいパンの紹介をするためにやって来ました。"
0.6,"In the image, there are several customers at the bakery in the mall. The customers are wearing casual clothing, including t-shirts and jeans. Some of them are carrying bags, and one person is holding a shopping bag. The bakery has a sign with a cartoon character on it, and there are other customers in the background, some of whom are also carrying bags. The overall atmosphere appears to be casual and relaxed.","Salesman: お喋り得意なんですよ。もしよかったらお話しして行きませんか？お兄さん、今日もお仕事お疲れ様です。"
4.4,"The image shows an indoor mall with a curved walkway and a banner hanging from the ceiling. The banner has a design that includes a blue and white color scheme and some text in Japanese. There are no visible customers in the image. The mall appears to be well-lit with overhead lights and a few wall-mounted lamps. The floor is tiled with a pattern of blue, white, and gray tiles. The overall atmosphere seems to be clean and modern.","Salesman: 方は？"
4.7,"The image shows an indoor mall with a curved staircase leading to an upper level. The floor is tiled with a mix of blue, white, and gray tiles, and there are white railings on the stairs. On the right side of the image, there is a large banner with a black and white design, and a smaller banner with a white background and blue text. In front of the bakery, there are a few customers. One person is standing near the entrance of the bakery, wearing a green shirt. Another person is walking towards the bakery, wearing a white shirt. There is also a person standing near the entrance of the mall, wearing a black shirt. The overall atmosphere appears to be calm and quiet, with no immediate signs of activity from the customers.","Salesman: ソルビバベーカリーの新商品ダブルマンゴーはいかがですか？デニッシュ生地にマンゴーとマンゴークリームを乗せたマンゴー尽くしのデニッシュですよ。"
0.7,"The image shows an indoor mall with a bakery in the foreground. The bakery has a sign with a banner that reads ""CRAFT FUN"" and features a cartoon character. The bakery appears to be a small, cozy place with a few customers. The customers are wearing casual clothing, including t-shirts and jeans. The mall has a modern design with white columns and tiled floors. The lighting is bright, and there are several escalators visible in the background.","Salesman: 冷蔵ショーケースにてお取り扱いしてます。ダブルマンゴーデニッシュ生地やマンゴーが好きな方はぜひご賞味ください。"
5.5,"In the image, there are several customers in the mall. They are walking along the walkway, and some of them are carrying bags. The customers are dressed in casual clothing, suitable for a shopping environment. The mall has a modern design with a combination of white and blue colors, and there are several digital displays and advertisements on the walls. The overall atmosphere appears to be busy and lively, typical of a shopping mall.",Salesman: 今日はおしゃべりマーメイドアバターの金子です。お話しして行きませんか？今日はソルビバベーカリーの美味しいパンのご紹介をしています。
2.5,"In the image, there are several customers in the mall. They appear to be walking around, possibly browsing the stores or looking at the displays. The customers are dressed in casual clothing, suitable for a shopping environment. The atmosphere seems lively, with people moving around and engaging in conversation.",no utterance is needed
2.5,"The image shows an indoor mall with a modern design. The floor is tiled with a combination of blue, white, and gray tiles, and there are several escalators and stairs leading up and down. The ceiling is white with recessed lighting. In front of the bakery, there are several customers. Some are standing and talking, while others are walking by. The customers are dressed in casual attire, including jeans, t-shirts, and jackets. The mall appears to be relatively quiet, with no other people visible in the immediate vicinity.",Salesman: 指輪ベーカリーには美味しいハンバーガーがたくさんあるの知ってますか？
0.7,"In the image, there are several customers in the mall. One person is walking towards the camera, carrying a white bag. There are also other customers in the background, some of whom are standing and others who are walking. The customers are wearing casual clothing, including jeans, t-shirts, and sneakers. The mall has a modern design with a combination of white and blue colors, and there are various advertisements and displays on the walls and floors.",Salesman: 中でも一番人気はタジマヤバーガー。
0.9,"In the image, there are several customers in the mall. The customers are wearing casual clothing, including t-shirts, pants, and shoes. Some of them are carrying bags, and one person is wearing a mask. The mall has a modern design with a combination of white and blue colors, and there are several digital displays and advertisements on the walls. The customers appear to be walking around, possibly looking at the displays or shops.",Salesman: 手作りのハンバーグをサンドしたタジマヤバーガーとても人気ですよ。
4.7,"In the image, there are several customers in the mall. One person is carrying a child in a baby carrier, and another person is walking by. The customers are wearing casual clothing, including jeans, t-shirts, and hats. The mall has a modern design with a combination of white and blue tiles on the floor, and there are several large digital screens displaying advertisements. The overall atmosphere appears to be busy and lively.",no utterance is needed
4.7,"In the image, there are several customers in the mall. They are walking around, some of them appear to be carrying bags or shopping bags. The customers are dressed in casual clothing, suitable for a shopping environment. The mall has a modern design with a combination of white and blue tiles on the floor, and there are several banners and advertisements displayed on the walls. The overall atmosphere seems to be busy and lively, typical of a shopping mall.",Salesman: 今日は今日も一日暑かったですね。お疲れさまでしたソルビベーカリーでちょっと進んでいきません。かついでに明日の朝ご飯をゲットして行きましょう。
6.2,"In the image, there are several customers in the mall. One person is walking towards the bakery, wearing a light-colored jacket and dark pants. Another person is standing near the entrance of the bakery, wearing a dark jacket and dark pants. There are also other customers in the background, some of whom are walking and others who are standing. The bakery has a sign with a colorful design, and there are other signs and advertisements visible in the mall.",no utterance is needed
1.2,"In the image, there are two customers at the bakery. Both are wearing masks, indicating that they are adhering to health and safety measures. One customer is wearing a backpack, while the other is carrying a handbag. The bakery has a banner with a cartoon character, and there is a digital display showing some information or advertisements. The overall atmosphere appears to be calm and orderly.",no utterance is needed
11.4,"The image shows an indoor mall with a curved walkway and a staircase leading to an upper level. The floor is tiled with a combination of blue, white, and gray tiles, and there are white railings on both sides of the walkway. The ceiling is white with recessed lighting.In front of the bakery, there are a few customers. One person is walking towards the bakery, while another is standing near a display stand. The bakery itself is not visible in the image. The overall atmosphere appears to be busy, with people going about their day.",no utterance is needed
0.6,"The image shows an indoor mall with a bakery in the foreground. The bakery has a banner with Japanese characters, indicating it is likely a Japanese bakery. The interior of the bakery is not visible in the image, but the setting suggests it is a well-lit, modern space with a clean and organized appearance.In front of the bakery, there is a tiled floor with a pattern of blue, white, and gray tiles. There are no visible customers in the image. The banner in front of the bakery has a design that includes a blue and white color scheme, with some text and images that are not clearly visible in the image. The overall atmosphere appears to be clean and well-maintained, typical of a well-organized shopping mall.",no utterance is needed
0.4,"The image shows an indoor mall with a bakery on the right side. In front of the bakery, there is a banner with Japanese text, which appears to be a promotional or informational sign. The banner is hanging from a white pole and is positioned near a digital display or information kiosk. The floor is tiled with a pattern of blue, white, and gray tiles, and there is a white railing along the perimeter of the area. The mall has a modern design with white columns and a curved ceiling. There are no visible customers in the image, but the presence of the banner suggests that the bakery is likely a popular spot for customers. The lighting is bright, and the overall atmosphere appears to be clean and well-maintained。","営業マン： 今日は19時までオープンしています。どうぞおかい忘れないように。"
1.4,"The image shows an indoor mall with a modern design. The floor is tiled with a combination of blue, white, and gray tiles, and there are several escalators and stairs leading up and down. The ceiling is white, and there are several light fixtures hanging from it。In front of the bakery, there are several customers。ほかの方が歩き回っていますが、一部の人は買い物かごやショッピングバッグを持っている。その場の雰囲気は賑やかで活気のある様子で、賑やかなモールエリアに典型的である。", no utterance is needed
0.9,"The image shows an indoor mall with a modern design. The floor is tiled with a combination of blue, white, and gray tiles, and there are white columns and railings. The ceiling is white with recessed lighting. There is a large escalator in the background, and a few people are visible on the stairs leading up to it。In front of the bakery, there are a few customers。Bakery自体は画像に見えないが、顧客の存在は開いていて、多分食べ物や他の商品を販売していることを示唆している。その場の雰囲気は穏やかで、忙しいショッピングモールの典型的な様子である。", no utterance is needed
7.0,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, while another person is standing near the entrance。色とりどりのバナーとデジタルディスプレイがあるBakery入口は、製品やサービスを広告しているようだ。モールは白と青の配色を組み合わせた現代的なデザインで、背景には他の顧客も見える。","営業マン： 今日は今日も一日、学校やお仕事お疲れ様でした。"
6.9,"The image shows an indoor mall with a curved staircase leading to an upper level. The floor is tiled with a combination of light and dark tiles, and there are several people walking around。", no utterance is needed
0.5,"In the image, there are several customers in the mall. A person in a white shirt and jeans is repeatedly mentioned as walking towards the bakery, while another in a black jacket and jeans is going in the opposite direction.","Salesman: お話して行きませんか？ソルビバベーカリー19時までオープンしています。今日はちょっと。"
0.2,"In the image, there are two customers in the mall, in costumes with masks, walking towards the bakery. The mall has a modern design with white columns and a staircase.",""
1.0,"In the image, there are several customers at the mall. Two individuals, one carrying a green bag, are focused. There are masked customers in the background. The mall has a staircase and a screen.",""
3.7,"In the image, several customers walk in a modern mall, wearing casual clothes and browsing stores.",""
3.4,"The image shows a relaxed and casual mall environment with people walking along a curved walkway and staircase.","Salesman: 今日もソルビベーカリーにお越しくださり、ありがとうございます。お好きなパンを買って行ってくださいね。"
0.4,"In the image, there are several masked customers at the busy bakery entrance. Some are also walking around the entrance.",""
3.6,"In the image, customers are casually walking in a modern-designed mall. Some carry shopping bags. Advertisements are visible.",""
1.9,"In the image, a person with a backpack seems to walk towards a busy bakery, while other casual-looking customers are present in the background.",""
