Camera timestamp,End of utterance,Time delta,[Camera],[Context]
8821.1,8821.1,1.2,"In the image, there are several customers at the mall. The main focus is on a man wearing a white shirt and black pants, who appears to be walking towards the entrance of the mall. There are also other customers in the background, some of whom are wearing masks. The mall has a modern design with a combination of white and green elements, and there are stairs leading up to an escalator. The overall atmosphere seems to be busy and bustling, typical of a shopping mall.",no utterance is needed
8822.4,8823.4,1.2,"In the image, there are several customers at the mall. The customers are wearing various clothing items, including: 1. A person wearing a white shirt and dark pants. 2. Another person wearing a white shirt and dark pants. 3. A person wearing a black dress. 4. A person wearing a white shirt and dark pants. 5. A person wearing a white shirt and dark pants. 6. A person wearing a white shirt and dark pants. 7. A person wearing a white shirt and dark pants. 8. A person wearing a white shirt and dark pants. 9. A person wearing a white shirt and dark pants. 10. A person wearing a white shirt and dark pants. The customers appear to be walking around the mall, possibly looking at the stores or exploring the area.",Salesman: 皆様、こんにちは。
8824.3,8824.3,0.9,"In the image, there are several customers at the mall. One person is wearing a striped shirt and white pants, while another is dressed in a black outfit. There are also a few other individuals in the background, some of whom are also wearing masks. The mall has a modern design with a staircase and a sign that reads ""WELCOME.""",no utterance is needed
8825.2,8831.1,0.9,"In the image, there are several customers at the mall. The main focus is on a woman wearing a striped shirt and white pants. She appears to be walking towards the camera. In the background, there are other customers, some of whom are carrying shopping bags. The mall has a modern design with a curved staircase and tiled flooring. The lighting is bright, and there are several people walking around, some of whom are carrying bags.",Salesman: ソルビダベーカリーお得なタイムセールをしております。ぱんのかいわすれはございませんか？
8831.8,8831.8,0.6,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, while another person is standing near the entrance. The bakery has a sign that reads ""WELCOME"" in front of it. The customers are wearing casual clothing, including t-shirts and jeans. The mall has a modern design with white columns and a tiled floor.",no utterance is needed
8832.4,8832.8,0.6,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, while another person is standing near the entrance. The customers are wearing casual clothing, including shirts and pants. The bakery entrance has a welcoming sign with the word ""WELCOME"" written on it. The overall atmosphere appears to be busy and lively, with people going about their day.",Salesman: こんにちは。
8833.6,8833.6,0.8,"In the image, there are several customers in the mall. They appear to be walking around, possibly browsing or shopping. The customers are dressed in casual clothing, including shirts and pants. Some of them are carrying bags, indicating they might be shopping. The atmosphere seems to be relaxed and casual, typical of a shopping mall environment.",no utterance is needed
8834.4,8837.7,0.8,"In the image, there are several customers in the mall. The customers are wearing casual clothing, including t-shirts, shorts, and sandals. Some of them are walking, while others are standing or sitting. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",Salesman: ただいまお得なタイムセールを行っております。
8838.3,8838.3,0.6,"In the image, there are two individuals in the mall. The person in the foreground is wearing a red t-shirt, black shorts, and black shoes. They have a backpack and are holding a smartphone. The person in the background is wearing a black t-shirt and shorts. Both individuals appear to be casually dressed and are walking through the mall.",no utterance is needed
8838.9,8845.4,0.6,"In the image, there are two individuals in the mall. The person in the foreground is wearing a red shirt and black shorts, carrying a black bag. The person in the background is wearing a blue outfit, which appears to be a costume or a costume-like outfit. The mall has a modern design with white columns and a tiled floor. There are also some people walking in the background, and the overall atmosphere seems to be casual and relaxed.",Salesman: パンのお代わりをすればございませんか？こんにちははなしかけてくださってありがとうございます。
8845.5,8845.5,0.1,"In the image, there are several customers in the mall. One person is walking towards the entrance, carrying a backpack. Another person is standing near the entrance, possibly waiting to enter or exit. There are also a few other individuals in the background, but they are not the main focus of the image. The customers appear to be casually dressed, with some wearing jackets or coats. The mall has a modern design with a combination of white and gray tiles on the floor, and there are escalators and stairs visible in the background.",no utterance is needed
8845.6,8846.6,0.1,"In the image, there are several customers in the mall. One person is walking towards the entrance, while another is standing near the escalator. There are also a few people in the background, but they are not the main focus of the image. The customers are wearing casual clothing, including shirts and pants. The mall has a modern design with white pillars and a tiled floor.",Salesman: いえいえ。
8847.5,8847.5,0.9,"The image shows an indoor mall with a modern design. In front of a bakery, there are several customers. They appear to be casually dressed, with some wearing jeans and others in casual shirts. The customers are standing and walking around, possibly browsing the bakery or engaging in conversation. The mall has a clean and well-lit environment, with a mix of tiled flooring and white columns.",no utterance is needed
8848.3,8853.0,0.8,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, wearing a black dress and a mask. Another person is standing near the entrance, also wearing a black dress and a mask. There are also other customers in the background, some of whom are wearing masks. The overall atmosphere appears to be calm and orderly, with customers maintaining a safe distance from each other.",Salesman: ありがとうございます。部活帰りですかね。帰り道、気をつけてくださいね。
8854.1,8854.1,1.1,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, wearing a white shirt and dark pants. Another person is standing near the entrance, wearing a white shirt and dark pants. There are also other customers in the background, some of whom are walking and others who are standing. The overall atmosphere appears to be busy and lively.",no utterance is needed
8855.2,8855.8,1.1,"In the image, there are several customers in the mall. The customers are wearing various clothing items, including: 1. A person in a white shirt and dark pants. 2. A person in a black shirt and white pants. 3. A person in a white shirt and dark pants. 4. A person in a white shirt and dark pants. 5. A person in a white shirt and dark pants. 6. A person in a white shirt and dark pants. 7. A person in a white shirt and dark pants. 8. A person in a white shirt and dark pants. 9. A person in a white shirt and dark pants. 10. A person in a white shirt and dark pants. The customers appear to be walking around the mall, possibly looking at the various stores and shops.",Salesman: こんにちは。
8857.0,8857.0,1.2,"In the image, there are several customers in the mall. The customers are wearing casual clothing, including skirts, dresses, and t-shirts. Some of them are walking, while others are standing or sitting. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",no utterance is needed
8858.1,8861.1,1.1,"The image shows an indoor mall with a curved escalator leading upwards. In front of the bakery, there are several customers. One person is walking towards the bakery, while another is standing near the escalator. The bakery has a sign that reads ""WELCOME"" in English, indicating that it is likely a bakery or a place where customers can buy food. The customers are dressed in casual clothing, suitable for a mall setting.",Salesman: ただいまお得なタイムセールを行っております。
8861.7,8861.7,0.6,"The image shows an indoor mall with a modern design. In front of the bakery, there are several customers. They appear to be walking or standing, possibly browsing the shops or waiting for their turn. The customers are dressed in casual attire, suitable for a mall setting. The atmosphere seems relaxed and typical of a shopping mall environment.",no utterance is needed
8862.2,8864.4,0.5,"In the image, there are several customers in the mall. The customers are wearing various types of clothing, including: 1. A person in a white shirt and black pants. 2. A person in a black jacket and white pants. 3. A person in a blue shirt and black pants. 4. A person in a white shirt and black pants. 5. A person in a black jacket and white pants. 6. A person in a blue shirt and black pants. 7. A person in a white shirt and black pants. 8. A person in a black jacket and white pants. 9. A person in a blue shirt and black pants. 10. A person in a white shirt and black pants. The customers appear to be walking around the mall, possibly shopping or browsing.",Salesman: パンを買い忘れはございませんか？
8865.1,8865.1,0.7,"In the image, there are two customers visible in the mall. One person is wearing a dark-colored outfit, possibly a suit or a formal dress, and is walking towards the entrance of the mall. The other person is wearing a light-colored outfit, possibly a t-shirt and pants, and is walking away from the entrance. Both individuals are wearing masks, indicating that they are likely following safety guidelines during the pandemic.",no utterance is needed
8865.8,8873.2,0.7,"In the image, there are two individuals walking in what appears to be a mall or shopping center. The person on the left is wearing a dark-colored jacket and a light-colored shirt, while the person on the right is wearing a white shirt and a dark jacket. Both individuals are carrying backpacks. The mall has a modern design with white columns and a tiled floor. There are also some advertisements and signs visible in the background.",Salesman: 鶴羽ベーカリーの美味しいパンをとてもお買い得にお買い求めいただけます。タイムセールをぜひご利用ください。
8874.7,8874.7,1.5,"In the image, there are several customers at the mall. The main focus is on a person wearing a blue mask and a brown shirt, who appears to be walking towards the entrance of the bakery. There are also other customers in the background, some of whom are wearing casual clothing. The mall has a modern design with white walls and a tiled floor. The entrance to the bakery is visible, and there is a sign that reads ""WELCOME"" in the foreground.",no utterance is needed
8876.1,8876.5,1.4,"In the image, there are several customers in the mall. The customers are wearing various types of clothing, including: 1. A person in a brown jacket and blue jeans. 2. A person in a white shirt and black pants. 3. A person in a black jacket and white pants. 4. A person in a blue shirt and white pants. 5. A person in a white shirt and black pants. 6. A person in a black jacket and white pants. 7. A person in a white shirt and black pants. 8. A person in a blue shirt and white pants. 9. A person in a black jacket and white pants. 10. A person in a white shirt and black pants. The customers appear to be walking around the mall, possibly shopping or exploring the various stores and shops.",Salesman: こんにちは。
8877.2,8877.2,0.7,"In front of the bakery at the mall, there are several customers. Some are walking by, while others are standing or sitting. The customers are wearing various clothing items, including shirts, pants, and jackets. The atmosphere appears to be casual and relaxed, with some customers carrying bags and others looking at items on display. The bakery itself is well-lit, and the customers seem to be enjoying their time in the mall.",no utterance is needed
8877.9,8880.5,0.7,"In the image, there are several customers in the mall. They are wearing various types of clothing, including: 1. **Skirted dresses** - Some customers are wearing skirts and dresses. 2. **Shorts** - A few customers are wearing shorts. 3. **Sweaters** - Several customers are wearing sweaters. 4. **Jeans** - A few customers are wearing jeans. 5. **Shirts** - Some customers are wearing shirts. 6. **Pants** - A few customers are wearing pants. 7. **Socks** - Some customers are wearing socks. 8. **Shoes** - A few customers are wearing shoes. The customers appear to be walking around the mall, possibly shopping or exploring the various stores and shops.",Salesman: ただいまタイムセールを行っております。
8881.4,8881.4,0.9,"In the image, there are several customers at the mall. The customers are wearing various types of clothing and accessories. Here are some details:1. **Foreground Customer**: A woman wearing a light blue skirt and a white top is standing in front of the bakery. She has her hands on her head, possibly shielding her eyes or adjusting her hair.2. **Middle Ground Customer**: A man wearing a white shirt and black pants is walking towards the bakery. He appears to be carrying a backpack.3. **Background Customer**: Another man wearing a white shirt and black pants is walking away from the bakery. He is also carrying a backpack.4. **Other Customers**: There are other customers in the background, some of whom are also wearing backpacks. The mall has a modern design with white columns and tiled flooring.The bakery has a sign that reads ""WELCOME"" and a signboard with an advertisement. The overall atmosphere appears to be busy and bustling, typical of a busy shopping mall.",no utterance is needed
8882.2,8885.7,0.9,"In the image, there are several customers at the mall. The customers are wearing masks and gloves, indicating that they are adhering to health and safety guidelines. The man in the center is wearing a white shirt and black pants, while the woman in the blue dress is also wearing a mask and gloves. The bakery sign in front of the mall entrance is visible, and there are other customers walking in the background.",Salesman: ソルビバベーカリーの美味しいパンをぜひお買い求めください。
8886.3,8886.3,0.6,"In the image, there are several customers at the mall. One person is wearing a white shirt and black pants, carrying a handbag. Another person is wearing a black jacket and jeans. There are also a few other individuals in the background, but their details are not as clear. The mall has a modern design with a staircase and a sign that reads ""WELCOME.""",no utterance is needed
8886.9,8896.0,0.6,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, wearing a black jacket and jeans. Another person is walking away from the bakery, dressed in a white shirt and black pants. There is also a person in the background, wearing a blue outfit. The bakery entrance has a sign that reads ""WELCOME.""",Salesman: ラインナップはぜひお気軽にお店を覗いてみてくださいね。ご来店ありがとうございます。どうぞごゆっくりお買い物をお楽しみくださいませ。
8896.9,8896.9,0.9,"In the image, there are several customers at the mall. They appear to be walking around, possibly browsing the stores or looking for something to buy. The customers are dressed in casual clothing, suitable for a shopping environment. Some of them are carrying bags, indicating they might be shopping. The atmosphere seems lively and bustling, typical of a busy mall.",no utterance is needed
8897.7,8901.3,0.9,"In front of the bakery at the mall, there are several customers. They are walking around, some carrying bags and others carrying shopping bags. The customers are dressed in casual clothing, suitable for a mall setting. The atmosphere appears to be relaxed and casual, with people enjoying their time in the mall.",Salesman: ご来店ありがとうございました。またのお越しをお待ちしております。
8902.0,8902.0,0.8,"In the image, there are several customers at the mall. The customers are wearing casual clothing, including:1. A person in a black sleeveless top and beige pants.2. A person in a white sleeveless top and green pants.3. A person in a light-colored top and beige pants.4. A person in a light-colored top and dark pants.5. A person in a light-colored top and light-colored pants.6. A person in a light-colored top and dark pants.7. A person in a light-colored top and light-colored pants.8. A person in a light-colored top and dark pants.9. A person in a light-colored top and light-colored pants.10. A person in a light-colored top and dark pants.11. A person in a light-colored top and light-colored pants.12. A person in a light-colored top and dark pants.13. A person in a light-colored top and light-colored pants.14. A person in a light-colored top and dark pants.15. A person in a light-colored top and light-colored pants.16. A person in a light-colored top and dark pants.17. A person in a light-colored top and light",no utterance is needed
8902.8,8903.8,0.8,"In the image, there are several customers at the mall. The main focus is on a woman in a black sleeveless top and beige pants, who is walking towards the camera. She is carrying a black bag. Behind her, there are two other women, one in a white top and green pants, and another in a beige top and beige pants. They are also walking towards the camera. The mall has a modern design with white and green accents, and there are escalators in the background.",Salesman: こんにちは。
8904.3,8904.3,0.5,"In the image, there are several customers at the mall. One person is walking towards the camera, wearing a light-colored jacket and beige pants. Another person is walking away from the camera, dressed in a dark-colored jacket and pants. There are also two other individuals in the background, one of whom is carrying a handbag. The mall has a modern design with white columns and a tiled floor.",no utterance is needed
8904.8,8910.5,0.5,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, wearing a light-colored shirt and a white bag. Another person is standing near the entrance, wearing a white shirt and a black bag. A third person is walking away from the entrance, wearing a white shirt and a black bag. The bakery entrance has a sign that reads ""WELCOME,"" and there are other customers in the background. The mall has a modern design with white columns and tiled floors.",Salesman: ただいまタイムセールを行っております。ソルビバベーカリーの美味しいパンはいかがですか？
8912.5,8912.5,2.0,"In the image, there are several customers at the mall. One person is walking towards the camera, wearing a light-colored shirt and a backpack. Another person is walking away from the camera, wearing a dark-colored jacket and a mask. There are also other customers in the background, some of whom are also wearing masks. The mall has a modern interior with white columns and a tiled floor.",no utterance is needed
8914.6,8923.1,2.1,"In the image, there are several customers at the mall. One person is walking towards the bakery, wearing a light-colored shirt and a backpack. Another person is standing in front of the bakery, wearing a dark jacket and a face mask. There are also other customers in the background, some of whom are also wearing masks. The bakery has a sign that reads ""WELCOME"" and a sign with an image of a character. The overall atmosphere appears to be busy and lively.",Salesman: アバター接客のマーメイドかなこです。こんにちはソルビバベーカリーの美味しいパンのご紹介やお得な情報をお知らせしていますよ。
8923.9,8923.9,0.8,"The image shows an indoor mall with a curved staircase leading to an upper level. The floor is tiled with a pattern of white, gray, and black tiles. There are several people walking around, some of whom are carrying shopping bags. The atmosphere appears to be busy but not overly crowded. The sign in front of the bakery reads ""WELCOME,"" indicating that it is a bakery. The customers are dressed in casual clothing, suitable for a mall setting.",no utterance is needed
8924.6,8928.6,0.8,"The image shows an indoor mall with a curved escalator leading to an upper level. The floor is tiled with a pattern of white, gray, and black tiles. There are several people walking around, some of whom are carrying bags. The atmosphere appears to be busy but not overly crowded. The mall has a modern design with white columns and a clean, well-lit environment.",Salesman: ただいまソルドベーカリーではタイムセールを行っております。
8929.0,8929.0,0.4,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, wearing a dark-colored shirt and dark pants. Another person is standing near the entrance, wearing a light-colored shirt and dark pants. There are also other customers in the background, some of whom are walking and others who are standing. The mall has a modern design with white columns and a tiled floor.",no utterance is needed
8929.4,8934.1,0.4,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, while another person is standing near the entrance, possibly waiting to enter. The bakery has a sign that reads ""WELCOME"" and a signboard with an image of a character. The customers are dressed in casual clothing, with some wearing short pants and others in shorts. The mall has a modern design with white columns and a tiled floor.",Salesman: ご来店くださり、ありがとうございます。またのお越しをお待ちしております。
8935.2,8935.2,1.1,"In the image, there are several customers in the mall. One person is standing near the entrance of the bakery, wearing a white shirt and black pants. Another person is walking towards the bakery, dressed in a black outfit. There are also other customers in the background, some of whom are walking and others who are standing. The overall atmosphere appears to be busy and bustling, typical of a shopping mall.",no utterance is needed
8936.4,8944.3,1.1,"In front of the bakery at the mall, there are several customers. One person is wearing a white shirt and black pants, while another person is wearing a light-colored shirt and dark pants. Both individuals are carrying backpacks. The bakery has a welcoming sign with the word ""WELCOME"" written on it.",Salesman: こんにちは遠隔アバター接客のマーメイドかなこです。ぜひお気軽に話しかけてくださいね。
8944.8,8944.8,0.5,"In the image, there are several customers in the mall. The customers are wearing casual clothing, including t-shirts, jeans, and shorts. Some of them are walking around, while others are standing or sitting. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",no utterance is needed
8945.3,8961.6,0.5,"In the image, there are several customers in the mall. The customers are wearing casual clothing, including t-shirts, shorts, and sandals. Some of them are walking, while others are standing or sitting. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",Salesman: ただいまその場ベーカリーではお得なタイムセールを行っております。こんにちはお得なタイムセール実施中です。どうぞゆっくりお店をご覧くださいませ。まだまだいろんなパンの中からお選びいただけますよ。
8963.1,8963.1,1.5,"In the image, there are several customers in the mall. One person is wearing a blue hat and a plaid shirt, walking towards the stairs. Another person is wearing a black backpack and a white shirt. There are also other customers in the background, some of whom are walking and others who are sitting or standing. The mall has a modern design with white columns and a curved staircase.",no utterance is needed
8964.6,8969.1,1.5,"In front of the bakery at the mall, there are several customers. One person is walking towards the entrance, while another is standing near the entrance, possibly waiting to enter. There are also a few other people in the background, some of whom are walking and others who are standing. The customers are dressed in casual clothing, with some wearing backpacks and others carrying handbags. The overall atmosphere appears to be busy and lively, typical of a busy mall setting.",Salesman: こんにちは月曜日なので、ソルビバベーカリーは19時までの営業です。
8970.2,8970.2,1.1,"In the image, there are several customers in the mall. The customers are wearing various clothing items, including:1. A person in a yellow shirt and white pants is walking towards the camera.2. Another person in a blue shirt and white pants is walking away from the camera.3. A person in a black shirt and white pants is walking towards the camera.4. A person in a white shirt and black pants is walking towards the camera.5. A person in a blue shirt and white pants is walking towards the camera.6. A person in a black shirt and white pants is walking towards the camera.7. A person in a yellow shirt and white pants is walking towards the camera.8. A person in a blue shirt and white pants is walking towards the camera.9. A person in a black shirt and white pants is walking towards the camera.10. A person in a yellow shirt and white pants is walking towards the camera.11. A person in a blue shirt and white pants is walking towards the camera.12. A person in a black shirt and white pants is walking towards the camera.13. A person in a yellow shirt and white pants is walking towards the camera.14. A person in a blue",no utterance is needed
8971.3,8972.3,1.1,"In the image, there are several customers in the mall. They are walking around, some of them carrying bags and others carrying backpacks. The customers are dressed in casual clothing, suitable for a shopping environment. The atmosphere appears to be lively and bustling, typical of a busy mall.",Salesman: パンのをかいわすれはございませんか？
8972.9,8972.9,0.6,"In the image, there are several customers in the mall. The customers are wearing casual clothing, including t-shirts, jeans, and sneakers. Some of them are carrying bags, and one person is wearing a backpack. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",no utterance is needed
8973.5,8978.2,0.6,"In the image, there are several customers in the mall. The customers are wearing various clothing items, including: 1. A person in a white shirt and jeans. 2. A person in a black jacket and jeans. 3. A person in a white shirt and jeans. 4. A person in a black jacket and jeans. 5. A person in a white shirt and jeans. 6. A person in a black jacket and jeans. 7. A person in a white shirt and jeans. 8. A person in a black jacket and jeans. 9. A person in a white shirt and jeans. 10. A person in a black jacket and jeans. The customers appear to be walking around the mall, possibly shopping or exploring the various stores and shops.",Salesman: ただいまソルビバベーカリーではお得なタイムセールを行っております。
8981.2,8981.2,3.0,"In the image, there are several customers at the mall. The main focus is on a group of people walking down the escalator. They appear to be carrying backpacks and are dressed in casual clothing. The escalator is white with a green and white railing, and there are several people walking on it. The mall has a modern design with white columns and a tiled floor.",no utterance is needed
8984.1,8995.9,2.9,"In the image, there are several customers in the mall. One person is walking towards the camera, wearing a brown outfit. There are also other customers in the background, some of whom are carrying bags. The mall has a modern design with a curved staircase and tiled flooring. The lighting is bright, and there are several people walking around, some of whom are carrying bags.",Salesman: 皆様、こんにちは。遠隔アバター接客のマーメイドかなこです。こんにちはソルビバベーカリーの美味しいパンやお得な情報を皆様にお知らせしております。
8996.4,8996.4,0.5,"In the image, there are several customers in the mall. One person is walking towards the bakery, wearing a black skirt and a white top. Another person is standing near the entrance of the bakery, wearing a white shirt and a black skirt. There are also other customers in the background, some of whom are walking and others who are standing. The overall atmosphere appears to be busy and lively.",no utterance is needed
8996.9,9005.4,0.5,"In the image, there are several customers at the mall. One person is walking towards the bakery, wearing a light-colored shirt and dark pants. Another person is standing near the entrance of the bakery, wearing a white shirt and dark pants. There are also other customers in the background, some of whom are walking and others who are standing. The overall atmosphere appears to be busy and lively.",Salesman: ただいまソルビバベーカリーではお得なタイムセールを行っております。美味しいパンをいろんな中からお選びいただけますよ。
9006.3,9006.3,0.9,"The image shows an indoor mall with a tiled floor and a curved staircase leading to an upper level. In front of the bakery, there are several customers. One person is standing near the entrance of the bakery, wearing a white shirt and jeans. Another person is walking towards the bakery, dressed in a black jacket and blue jeans. There are also a few other individuals in the background, but their details are not clear. The overall atmosphere appears to be casual and relaxed.",no utterance is needed
9007.2,9013.1,0.9,"The image shows an indoor mall with a curved staircase leading to an upper level. The area in front of the bakery is well-lit with multiple ceiling lights. The floor is tiled with a combination of white, gray, and blue tiles, and there is a sign with the word ""WELCOME"" in white letters on a black background. In the background, there are several people walking around, some of whom are carrying bags. The individuals appear to be casually dressed, with some wearing jackets or coats. The overall atmosphere seems to be that of a busy shopping mall with people going about their day.",Salesman: 今日のお夜食や明日の朝ご飯にソルビバベーカリーの美味しいパンはいかがですか？
9016.8,9016.8,3.6,"In the image, there are several customers at the mall. One person is walking towards the bakery, wearing a white shirt and black pants. Another person is standing near the entrance of the bakery, wearing a black jacket and a blue hat. There are also other customers in the background, some of whom are walking and others who are standing. The overall atmosphere appears to be busy and lively.",no utterance is needed
9020.4,9023.1,3.6,"In the image, there are several customers at the mall. One person is wearing a purple shirt and a black hat, while another person is wearing a black and white patterned shirt and a black skirt. There is also a person in a blue shirt and a white hat walking by. The mall has a modern design with white walls and a curved staircase in the background. The floor is tiled with a checkered pattern.",Salesman: ただいまお得なタイムセールを行っております。
9029.1,9029.1,6.0,"In the image, there are several customers at the mall. One person is wearing a red jacket and a white hat, while another person is wearing a blue jacket and a white hat. There are also two individuals in the background, one wearing a black jacket and the other wearing a white shirt. The mall has a welcoming sign with the word ""WELCOME"" on it.",no utterance is needed
9035.1,9038.1,6.0,"In front of the bakery at the mall, there are several customers walking around. They are wearing casual clothing, including t-shirts, shorts, and sneakers. Some of them are carrying backpacks or handbags. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",Salesman: ただいまお得なタイムセールを行っております。
9038.9,9038.9,0.8,"The image shows an indoor shopping mall with a modern design. In front of a bakery, there are several customers walking around. The customers are wearing casual clothing, including t-shirts, shorts, and sneakers. The mall has a clean and well-lit environment with white columns and a tiled floor. The overall atmosphere appears to be bustling with activity.",no utterance is needed
9039.6,9042.4,0.8,"The image shows an indoor mall with a curved staircase leading to an upper level. The area is well-lit with multiple ceiling lights and a few wall-mounted lamps. The floor is tiled with a pattern of blue, white, and gray tiles, and there is a sign with the word ""WELCOME"" on it, indicating the entrance to a bakery. In front of the bakery, there are several customers. Some are walking towards the entrance, while others are standing or sitting. The customers are dressed in casual attire, including shirts and pants. The overall atmosphere appears to be busy and lively, typical of a shopping mall.",Salesman: ソルビバベーカリーの美味しいパンはいかがでしょうか？
9058.1,9058.1,15.7,"The image shows an indoor mall with a tiled floor and a curved escalator. In front of the bakery, there is a sign that reads ""WELCOME"" in bold letters. The bakery itself is not visible in the image, but there are some customers walking around the area. The customers appear to be casually dressed, with some wearing short sleeves and others in light clothing. The overall atmosphere seems to be relaxed and casual, typical of a shopping mall environment.",no utterance is needed
9073.8,9074.2,15.7,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, wearing a white shirt and black pants. Another person is standing near the entrance, wearing a blue shirt and black pants. There are also other customers in the background, but they are not the main focus of the image. The bakery entrance has a welcoming sign with the word ""WELCOME"" written on it.",Salesman: こんにちは。
9076.2,9076.2,2.0,"In the image, there are several customers in the mall. The main focus is on a person wearing a blue face mask and black clothing, walking towards the entrance of the mall. There are other customers in the background, some of whom are also wearing masks. The mall has a modern design with a staircase and a sign that reads ""WELCOME."" The customers appear to be walking through the mall, possibly shopping or exploring the area.",no utterance is needed
9078.3,9089.8,2.0,"In the image, there are several customers in the mall. One person is walking towards the camera, carrying a box. Another person is standing near the entrance of the bakery, wearing a black shirt and black pants. There are also other customers in the background, some of whom are walking and others who are standing. The mall has a modern design with white walls and a curved staircase. The lighting is bright, and there are several ceiling lights and a sign that reads ""WELCOME.""",Salesman: ただいまソルビバベーカリーではタイムセールを行っております。お得にソルビバベーカリーのパンお買い物いただけますよ。ぜひタイムスケールをご利用くださいませ。
9098.8,9098.8,9.0,"In the image, there are several customers in the mall. The customers are wearing casual clothing, including jeans, t-shirts, and shorts. Some of them are carrying bags, and one person is holding a shopping basket. The mall has a modern interior with white walls, blue and white tiled floors, and a curved staircase leading to an upper level. The lighting is bright, and there are several people walking around, indicating a busy shopping area.",no utterance is needed
9107.9,9119.1,9.1,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, which is located on the left side of the frame. The bakery has a sign that reads ""WELCOME"" in front of it. The customers are wearing casual clothing, including t-shirts, shorts, and sandals. The mall has a modern design with a combination of white and green colors, and there are several other people walking around the area.",Salesman: 皆様、こんにちは。今日も一日、お仕事や学校習い事、部活お疲れ様です。ただ今ソルビバベーカリーではタイムセールを行っております。
9120.2,9120.2,1.1,"In the image, there are several customers at the mall. One person is wearing a white shirt and carrying a bag, while another person is wearing a black shirt and carrying a backpack. There is also a person in the background wearing a white shirt and a mask. The mall has a modern design with white columns and a curved staircase. The floor is tiled with a combination of light and dark tiles.",no utterance is needed
9121.4,9122.8,1.1,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, wearing a white shirt and black pants. Another person is walking away from the bakery, wearing a white shirt and black pants. There are also two other people in the background, one of whom is carrying a shopping bag. The bakery has a welcoming sign with the word ""WELCOME"" on it.",Salesman: ソルビバベーカリーの美味しいパンはいかがですか？
9123.9,9123.9,1.1,"In front of the bakery at the mall, there are several customers. One person is wearing a white shirt and a black hat, while another person is wearing a white shirt and a black jacket. There are also two individuals wearing black shirts and black pants. The bakery has a sign that reads ""WELCOME"" and a sign with a colorful illustration. The overall atmosphere appears to be busy and bustling, with people walking around and engaging in various activities.",no utterance is needed
9125.0,9127.7,1.1,"In the image, there are several customers in the mall. They are walking around, some of them carrying bags and others carrying backpacks. The customers are dressed in casual clothing, suitable for a shopping environment. The mall has a modern design with white pillars and a tiled floor. There is also a signboard in the foreground that reads ""WELCOME"" and a poster with an image on it. The overall atmosphere appears to be busy and bustling, typical of a shopping mall.",Salesman: 本日は19時までオープンしております。
9129.2,9129.2,1.5,"In the image, there are several customers at the mall. The customers are wearing masks, which is a common practice to protect against the spread of COVID-19. The customers are walking through the mall, and some are carrying bags. The mall has a modern design with a staircase and a sign that reads ""WELCOME."" The customers appear to be going about their day, possibly shopping or visiting the bakery.",no utterance is needed
9130.7,9138.1,1.5,"In the image, there are several customers at the mall. The customers are wearing masks and gloves, indicating that they are following safety measures during the pandemic. The customers are walking through the mall, some carrying bags and shopping. The mall has a modern design with a tiled floor and a staircase leading to an upper level. The atmosphere appears to be busy and lively, with people going about their day.",Salesman: ソルビバベーカリーお得なタイムセールを行っております。パンのをかいわすれはございませんか？
9138.5,9138.5,0.4,"In the image, there are two individuals walking in what appears to be a shopping mall or a similar indoor area. The person on the left is wearing a light blue shirt and a backpack, while the person on the right is wearing a purple shirt and a plaid patterned jacket. Both individuals are walking on a tiled floor with a white railing on the right side. The mall has a modern design with white columns and a curved staircase in the background.",no utterance is needed
9138.9,9141.8,0.4,"In the image, there are several customers at the mall. One person is wearing a blue shirt and a backpack, walking towards the entrance of the bakery. Another person is wearing a purple shirt and a plaid jacket, also walking towards the bakery. There are also other customers in the background, some of whom are wearing casual clothing. The mall has a modern design with a staircase and a signboard in the foreground.",Salesman: まだまだいろんなパンの中からお選びいただけます。
9142.7,9142.7,0.9,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, carrying a large bag. Another person is standing near the entrance, also carrying a bag. There are also a few other individuals in the background, some of whom are walking and others who are standing. The customers are wearing casual clothing, and the mall has a modern design with a combination of white and green colors.",no utterance is needed
